kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day
control,1687651684449,,,30531.3,,30531.3,0.0,8.2987,-1.6996,0.459683,3.7027,2,60309.0,2023-06-25
control,1687652039079,,,30566.5,,30566.5,50.0,-3.2267,-13.2135,0.612438,-7.0972,2,80831.0,2023-06-25
control,1687652196252,,,30589.0,,30589.0,0.0,-10.5799,-0.5905,0.185809,-11.7902,3,101954.0,2023-06-25
control,1687652259779,,,30583.4,,30583.4,0.0,-8.7508,1.2404,0.233843,-9.3004,3,108346.0,2023-06-25
control,1687652632527,,,30502.1,,30502.1,25.0,17.8798,27.8976,0.193142,12.9367,4,188069.0,2023-06-25
control,1687652920842,,,30486.1,,30486.1,75.0,3.1212,33.1606,0.303108,15.4452,4,245919.0,2023-06-25
control,1687654137936,,,30508.5,,30508.5,80.0,-4.2233,-14.2091,0.363506,5.0779,5,396392.0,2023-06-25
control,1687654545962,,,30511.3,,30511.3,60.0,-5.1406,-15.1255,0.359541,4.1208,5,398244.0,2023-06-25
control,1687654753603,,,30526.3,,30526.3,80.0,-0.0619,-20.0319,0.379672,-0.772,5,411168.0,2023-06-25
control,1687655639669,,,30572.4,,30572.4,20.0,-25.1157,-35.0806,0.059965,-16.5128,5,496024.0,2023-06-25
liq,1687656471926,BUY,7.0,30741.3,30631.6,30631.6,0.0,-79.9201,-89.8303,0.01459,-67.496,6,616993.0,2023-06-25
liq,1687656471926,BUY,7.0,30741.3,30631.6,30631.6,0.0,-79.9201,-89.8303,0.01459,-67.496,6,616993.0,2023-06-25
liq,1687656473356,BUY,43.0,30756.6,30631.6,30631.6,0.0,-84.8549,-94.7601,0.014874,-72.4291,6,617171.0,2023-06-25
liq,1687656473356,BUY,43.0,30756.6,30631.6,30631.6,0.0,-84.8549,-94.7601,0.014874,-72.4291,6,617171.0,2023-06-25
control,1687657394763,,,30614.9,,30614.9,50.0,-38.963,-48.914,0.166082,-22.2708,6,729078.0,2023-06-25
control,1687657803942,,,30615.9,,30615.9,50.0,-39.2883,-49.2391,0.18828,-21.9789,6,749016.0,2023-06-25
control,1687657826301,,,30615.9,,30615.9,50.0,-39.2883,-49.2391,0.188284,-21.9788,6,749019.0,2023-06-25
control,1687657914709,,,30619.8,,30619.8,50.0,-40.557,-50.5065,0.189743,-23.2091,6,750368.0,2023-06-25
control,1687657982367,,,30620.0,,30620.0,50.0,-40.6221,-50.5715,0.190022,-23.2665,6,750627.0,2023-06-25
control,1687658530265,,,30621.4,,30621.4,50.0,-41.0774,-51.0264,0.220986,-22.8609,6,780462.0,2023-06-25
control,1687658603894,,,30622.3,,30622.3,50.0,-41.3701,-51.3188,0.224336,-23.0609,6,783833.0,2023-06-25
control,1687658686553,,,30627.3,,30627.3,50.0,-42.9959,-52.9429,0.227471,-24.6025,6,787014.0,2023-06-25
control,1687658693124,,,30627.3,,30627.3,50.0,-42.9959,-52.9429,0.227471,-24.6025,6,787014.0,2023-06-25
control,1687658803113,,,30613.1,,30613.1,50.0,-38.3773,-48.3289,0.236109,-19.7349,6,795913.0,2023-06-25
liq,1687659729506,BUY,10.0,30784.9,30664.4,30664.4,0.0,-54.2861,-34.3847,0.000623,-73.6517,8,856507.0,2023-06-25
liq,1687659729506,BUY,10.0,30784.9,30664.4,30664.4,0.0,-54.2861,-34.3847,0.000623,-73.6517,8,856507.0,2023-06-25
liq,1687660479390,BUY,2.0,30790.7,30672.9,30672.8,0.0,-56.1595,-36.2619,0.006903,-72.5065,8,952445.0,2023-06-25
liq,1687660479390,BUY,2.0,30790.7,30672.9,30672.8,0.0,-56.1595,-36.2619,0.006903,-72.5065,8,952445.0,2023-06-25
control,1687661068830,,,30663.5,,30663.5,55.5556,-14.91,15.0753,0.121933,-28.6644,9,1029450.0,2023-06-25
control,1687661436870,,,30656.8,,30656.8,55.5556,-12.7277,17.2641,0.131519,-25.9036,9,1051347.0,2023-06-25
control,1687661545042,,,30656.7,,30656.7,55.5556,-12.6952,17.2967,0.13283,-25.8361,9,1052936.0,2023-06-25
control,1687661604304,,,30659.3,,30659.3,55.5556,-13.5421,16.4472,0.135025,-26.6234,9,1055608.0,2023-06-25
control,1687661747859,,,30650.6,,30650.6,55.5556,-10.7075,19.2903,0.138286,-23.7055,9,1059603.0,2023-06-25
liq,1687662893225,BUY,2.0,30825.5,30704.8,30704.8,0.0,-67.3855,-116.8999,0.036922,-77.2576,10,1162027.0,2023-06-25
liq,1687662893225,BUY,2.0,30825.5,30704.8,30704.8,0.0,-67.3855,-116.8999,0.036922,-77.2576,10,1162027.0,2023-06-25
liq,1687663686420,BUY,3.0,30832.2,30711.0,30710.8,0.0,-69.5439,-119.0476,0.054032,-77.9226,10,1215355.0,2023-06-25
liq,1687663686420,BUY,3.0,30832.2,30711.0,30710.8,0.0,-69.5439,-119.0476,0.054032,-77.9226,10,1215355.0,2023-06-25
liq,1687663697070,BUY,148.0,30835.9,30728.6,30728.5,0.0,-70.7355,-120.2332,0.010372,-78.9317,10,1220559.0,2023-06-25
liq,1687663697070,BUY,148.0,30835.9,30728.6,30728.5,0.0,-70.7355,-120.2332,0.010372,-78.9317,10,1220559.0,2023-06-25
control,1687664037004,,,30728.3,,30728.3,10.0,-35.9666,-85.6376,0.029263,-42.7662,10,1261334.0,2023-06-25
control,1687664613037,,,30727.6,,30727.6,10.0,-35.7396,-85.4118,0.041188,-41.7445,10,1284786.0,2023-06-25
liq,1687665095016,BUY,3.0,30877.5,30755.0,30755.0,0.0,-84.1128,-133.5438,0.051787,-89.149,10,1315121.0,2023-06-25
liq,1687665095016,BUY,3.0,30877.5,30755.0,30755.0,0.0,-84.1128,-133.5438,0.051787,-89.149,10,1315121.0,2023-06-25
liq,1687665128467,BUY,19.0,30891.2,30770.0,30770.0,0.0,-88.5104,-38.8537,0.003691,-93.2475,11,1322813.0,2023-06-25
liq,1687665128467,BUY,19.0,30891.2,30770.0,30770.0,0.0,-88.5104,-38.8537,0.003691,-93.2475,11,1322813.0,2023-06-25
liq,1687665746391,BUY,2.0,30910.9,30788.3,30788.3,0.0,-94.8271,-35.2473,0.000334,-97.3862,12,1378472.0,2023-06-25
liq,1687665746391,BUY,2.0,30910.9,30788.3,30788.3,0.0,-94.8271,-35.2473,0.000334,-97.3862,12,1378472.0,2023-06-25
liq,1687665797009,BUY,10.0,30969.8,30857.1,30857.1,0.0,-113.6653,-34.2973,0.003564,-113.7096,14,1430478.0,2023-06-25
liq,1687665797009,BUY,10.0,30969.8,30857.1,30857.1,0.0,-113.6653,-34.2973,0.003564,-113.7096,14,1430478.0,2023-06-25
liq,1687665826333,BUY,193.0,30982.4,30862.9,30862.8,0.0,-117.6859,-58.2436,0.016265,-116.7184,14,1448947.0,2023-06-25
liq,1687665826333,BUY,193.0,30982.4,30862.9,30862.8,0.0,-117.6859,-58.2436,0.016265,-116.7184,14,1448947.0,2023-06-25
liq,1687665850273,BUY,1.0,30992.5,30880.0,30879.9,0.0,-120.9064,-31.6381,1.7e-05,-119.5416,15,1456334.0,2023-06-25
liq,1687665850273,BUY,1.0,30992.5,30880.0,30879.9,0.0,-120.9064,-31.6381,1.7e-05,-119.5416,15,1456334.0,2023-06-25
liq,1687665853193,BUY,11.0,31006.1,30886.6,30886.6,0.0,-125.2396,-36.0104,0.000977,-123.7911,15,1457733.0,2023-06-25
liq,1687665853193,BUY,11.0,31006.1,30886.6,30886.6,0.0,-125.2396,-36.0104,0.000977,-123.7911,15,1457733.0,2023-06-25
liq,1687666294629,BUY,2.0,31010.2,30894.7,30894.6,0.0,-126.5452,-37.3278,0.006374,-120.4264,15,1552596.0,2023-06-25
liq,1687666294629,BUY,2.0,31010.2,30894.7,30894.6,0.0,-126.5452,-37.3278,0.006374,-120.4264,15,1552596.0,2023-06-25
liq,1687666606879,BUY,2.0,31044.5,30933.0,30932.9,0.0,-137.454,-38.3836,0.010698,-125.8471,16,1663143.0,2023-06-25
liq,1687666606879,BUY,2.0,31044.5,30933.0,30932.9,0.0,-137.454,-38.3836,0.010698,-125.8471,16,1663143.0,2023-06-25
liq,1687666716470,BUY,80.0,31061.8,30940.4,30940.3,0.0,-142.947,-33.9757,0.033934,-129.2541,17,1703146.0,2023-06-25
liq,1687666716470,BUY,80.0,31061.8,30940.4,30940.3,0.0,-142.947,-33.9757,0.033934,-129.2541,17,1703146.0,2023-06-25
liq,1687667519039,BUY,5.0,31093.4,30970.5,30970.5,0.0,-152.9647,-93.7346,0.051034,-128.2917,17,1953337.0,2023-06-25
liq,1687667519039,BUY,5.0,31093.4,30970.5,30970.5,0.0,-152.9647,-93.7346,0.051034,-128.2917,17,1953337.0,2023-06-25
liq,1687667520248,BUY,1.0,31089.8,30970.6,30970.4,0.0,-151.8244,-92.5875,0.052245,-127.0411,17,1955834.0,2023-06-25
liq,1687667520248,BUY,1.0,31089.8,30970.6,30970.4,0.0,-151.8244,-92.5875,0.052245,-127.0411,17,1955834.0,2023-06-25
liq,1687667535991,BUY,16.0,31101.7,30974.3,30974.2,0.0,-155.5925,-36.8077,0.000509,-130.401,18,1965483.0,2023-06-25
liq,1687667535991,BUY,16.0,31101.7,30974.3,30974.2,0.0,-155.5925,-36.8077,0.000509,-130.401,18,1965483.0,2023-06-25
liq,1687667671953,BUY,20.0,31117.7,30990.1,30990.1,0.0,-160.6543,-101.4704,0.021983,-131.8263,18,2049719.0,2023-06-25
liq,1687667671953,BUY,20.0,31117.7,30990.1,30990.1,0.0,-160.6543,-101.4704,0.021983,-131.8263,18,2049719.0,2023-06-25
liq,1687667792230,BUY,6.0,31126.9,31036.5,31036.4,0.0,-163.5624,-24.9536,0.002523,-130.9912,20,2139020.0,2023-06-25
liq,1687667792230,BUY,6.0,31126.9,31036.5,31036.4,0.0,-163.5624,-24.9536,0.002523,-130.9912,20,2139020.0,2023-06-25
liq,1687667793944,BUY,2.0,31131.5,31035.2,31035.7,0.0,-165.0159,-26.4275,0.006069,-131.514,20,2159247.0,2023-06-25
liq,1687667793944,BUY,2.0,31131.5,31035.2,31035.7,0.0,-165.0159,-26.4275,0.006069,-131.514,20,2159247.0,2023-06-25
liq,1687668014816,BUY,1.0,31167.0,31044.7,31044.6,0.0,-176.2182,-117.1279,0.023269,-138.3154,20,2262926.0,2023-06-25
liq,1687668014816,BUY,1.0,31167.0,31044.7,31044.6,0.0,-176.2182,-117.1279,0.023269,-138.3154,20,2262926.0,2023-06-25
liq,1687668800357,SELL,12.0,30754.5,30880.0,30880.0,25.0,55.5496,15.4278,0.190857,3.3037,20,2605895.0,2023-06-25
liq,1687668800357,SELL,12.0,30754.5,30880.0,30880.0,25.0,55.5496,15.4278,0.190857,3.3037,20,2605895.0,2023-06-25
control,1687669361015,,,30930.0,,30930.0,90.0,-1.5066,-41.4008,0.092771,-51.6341,20,2733679.0,2023-06-25
control,1687669675285,,,30899.2,,30899.2,85.0,8.4598,-31.4741,0.085316,-40.9213,20,2777787.0,2023-06-25
liq,1687670378099,SELL,240.0,30725.5,30844.5,30845.5,25.0,54.9855,24.8808,0.075731,16.9544,20,2916721.0,2023-06-25
liq,1687670378099,SELL,240.0,30725.5,30844.5,30845.5,25.0,54.9855,24.8808,0.075731,16.9544,20,2916721.0,2023-06-25
liq,1687670380489,SELL,5.0,30720.3,30840.0,30840.2,35.0,56.6875,26.5777,0.109373,18.6554,20,2917614.0,2023-06-25
liq,1687670380489,SELL,5.0,30720.3,30840.0,30840.2,35.0,56.6875,26.5777,0.109373,18.6554,20,2917614.0,2023-06-25
control,1687670737625,,,30896.8,,30896.8,95.0,-0.762,-30.6998,0.108009,-37.8217,20,2988685.0,2023-06-25
control,1687671567276,,,30869.8,,30869.8,90.0,-2.0142,-21.9803,0.108598,-28.1558,20,3085426.0,2023-06-25
control,1687671669254,,,30888.8,,30888.8,95.0,1.8277,-28.1178,0.117731,-34.1616,20,3096776.0,2023-06-25
control,1687671878224,,,30901.8,,30901.8,95.0,-2.3799,-32.3129,0.123015,-38.1386,20,3115437.0,2023-06-25
control,1687672532157,,,30879.5,,30879.5,95.0,4.84,-25.1146,0.1329,-30.389,20,3169011.0,2023-06-25
control,1687672610823,,,30878.5,,30878.5,90.0,-4.8312,-24.7916,0.111087,-30.0613,20,3169448.0,2023-06-25
liq,1687672990202,SELL,12.0,30696.6,30808.3,30808.3,30.0,54.3976,34.3189,0.081173,29.2684,20,3218628.0,2023-06-25
liq,1687672990202,SELL,12.0,30696.6,30808.3,30808.3,30.0,54.3976,34.3189,0.081173,29.2684,20,3218628.0,2023-06-25
liq,1687673308098,SELL,64.0,30653.6,30775.1,30775.1,55.0,68.5016,-61.4772,0.18348,43.3685,20,3355350.0,2023-06-25
liq,1687673308098,SELL,64.0,30653.6,30775.1,30775.1,55.0,68.5016,-61.4772,0.18348,43.3685,20,3355350.0,2023-06-25
control,1687673689557,,,30782.2,,30782.2,50.0,26.438,86.7473,0.047097,1.4026,20,3417753.0,2023-06-25
liq,1687674331386,BUY,1.0,31050.9,30932.5,30932.3,5.0,-50.3864,-0.5387,0.271615,-83.7631,20,3610672.0,2023-06-25
liq,1687674331386,BUY,1.0,31050.9,30932.5,30932.3,5.0,-50.3864,-0.5387,0.271615,-83.7631,20,3610672.0,2023-06-25
liq,1687674459235,BUY,2.0,31103.2,30985.7,30985.6,0.0,-67.1167,-17.3528,0.095186,-99.3533,20,3690349.0,2023-06-25
liq,1687674459235,BUY,2.0,31103.2,30985.7,30985.6,0.0,-67.1167,-17.3528,0.095186,-99.3533,20,3690349.0,2023-06-25
control,1687674794029,,,30909.3,,30909.3,95.0,-4.8058,45.2702,0.122387,-35.9613,20,3792816.0,2023-06-25
control,1687675445765,,,30853.5,,30853.5,85.0,13.271,63.4376,0.108717,-16.6288,20,3947710.0,2023-06-25
control,1687675830945,,,30856.2,,30856.2,85.0,12.3948,62.557,0.113195,-17.2441,20,4025918.0,2023-06-25
control,1687676402652,,,30881.0,,30881.0,95.0,4.354,54.4759,0.128247,-24.9626,20,4082129.0,2023-06-25
control,1687676547831,,,30844.6,,30844.6,65.0,6.1541,66.3413,0.048342,-13.1091,20,4098854.0,2023-06-25
liq,1687677610326,SELL,1.0,30644.3,30765.5,30765.6,40.0,71.5572,-58.4611,0.159094,52.2615,20,4200835.0,2023-06-25
liq,1687677610326,SELL,1.0,30644.3,30765.5,30765.6,40.0,71.5572,-58.4611,0.159094,52.2615,20,4200835.0,2023-06-25
liq,1687677644353,SELL,120.0,30616.0,30737.6,30736.6,70.0,80.8669,-49.2716,0.171017,61.5067,20,4212267.0,2023-06-25
liq,1687677644353,SELL,120.0,30616.0,30737.6,30736.6,70.0,80.8669,-49.2716,0.171017,61.5067,20,4212267.0,2023-06-25
control,1687678043153,,,30727.8,,30727.8,25.0,44.1887,-85.4763,0.033341,23.1877,20,4470472.0,2023-06-25
control,1687678059142,,,30732.6,,30732.6,25.0,42.6199,-87.0248,0.033391,21.6212,20,4470706.0,2023-06-25
control,1687680256205,,,30725.7,,30725.7,55.0,-5.1989,-84.7987,0.044201,21.9346,20,4809467.0,2023-06-25
control,1687680708053,,,30745.3,,30745.3,65.0,-11.5705,-91.1196,0.051912,15.392,20,4858651.0,2023-06-25
control,1687681499298,,,30755.9,,30755.9,50.0,-15.013,-94.5347,0.040622,11.7315,20,4910792.0,2023-06-25
control,1687681568574,,,30752.7,,30752.7,70.0,-13.974,-93.5039,0.058813,12.7353,20,4922211.0,2023-06-25
control,1687681649524,,,30753.6,,30753.6,70.0,-14.2663,-93.7939,0.060549,12.4114,20,4931309.0,2023-06-25
control,1687681866275,,,30746.2,,30746.2,70.0,-11.8629,-91.4096,0.06231,14.7899,20,4940568.0,2023-06-25
liq,1687682629185,SELL,3.0,30556.4,30676.5,30676.5,15.0,50.1781,-29.8628,0.162913,76.6835,20,5016533.0,2023-06-25
liq,1687682629185,SELL,3.0,30556.4,30676.5,30676.5,15.0,50.1781,-29.8628,0.162913,76.6835,20,5016533.0,2023-06-25
control,1687683333813,,,30760.6,,30760.6,45.0,-16.5387,93.8301,0.040027,9.3625,20,5103853.0,2023-06-25
control,1687683568600,,,30747.7,,30747.7,75.0,-12.3502,-91.893,0.077122,13.5157,20,5122527.0,2023-06-25
control,1687683581664,,,30745.5,,30745.5,75.0,-11.6355,-91.184,0.077857,14.2195,20,5126615.0,2023-06-25
control,1687683620221,,,30745.6,,30745.6,75.0,-11.668,-91.2163,0.078342,14.1786,20,5129309.0,2023-06-25
control,1687684097432,,,30699.6,,30699.6,95.0,3.2984,-76.369,0.119991,28.9575,20,5178986.0,2023-06-25
liq,1687684974232,SELL,1.0,30521.8,30638.4,30638.4,25.0,61.5711,-18.5605,0.15851,86.7191,20,5277452.0,2023-06-25
liq,1687684974232,SELL,1.0,30521.8,30638.4,30638.4,25.0,61.5711,-18.5605,0.15851,86.7191,20,5277452.0,2023-06-25
liq,1687684990493,SELL,64.0,30507.3,30623.0,30623.0,35.0,66.3533,-13.8163,0.160374,91.2521,20,5303076.0,2023-06-25
liq,1687684990493,SELL,64.0,30507.3,30623.0,30623.0,35.0,66.3533,-13.8163,0.160374,91.2521,20,5303076.0,2023-06-25
liq,1687685325309,SELL,319.0,30489.7,30610.4,30610.4,35.0,72.1641,-8.0519,0.169132,96.3269,20,5379482.0,2023-06-25
liq,1687685325309,SELL,319.0,30489.7,30610.4,30610.4,35.0,72.1641,-8.0519,0.169132,96.3269,20,5379482.0,2023-06-25
liq,1687685326504,SELL,2.0,30496.4,30610.4,30610.4,35.0,69.9512,-10.2471,0.169181,94.1055,20,5379801.0,2023-06-25
liq,1687685326504,SELL,2.0,30496.4,30610.4,30610.4,35.0,69.9512,-10.2471,0.169181,94.1055,20,5379801.0,2023-06-25
liq,1687685482890,SELL,7.0,30486.0,30591.9,30589.0,35.0,73.3865,-6.8392,0.113193,97.116,20,5421638.0,2023-06-25
liq,1687685482890,SELL,7.0,30486.0,30591.9,30589.0,35.0,73.3865,-6.8392,0.113193,97.116,20,5421638.0,2023-06-25
liq,1687685483999,SELL,14.0,30479.0,30596.3,30595.1,0.0,75.7,-4.5441,0.114657,99.4295,20,5422096.0,2023-06-25
liq,1687685483999,SELL,14.0,30479.0,30596.3,30595.1,0.0,75.7,-4.5441,0.114657,99.4295,20,5422096.0,2023-06-25
control,1687686243315,,,30664.6,,30664.6,55.0,14.716,-65.0424,0.047776,37.6908,20,5496414.0,2023-06-25
control,1687688271236,,,30665.6,,30665.6,65.0,14.3894,-65.3664,0.063521,36.5829,20,5641782.0,2023-06-25
control,1687688408162,,,30621.8,,30621.8,60.0,28.7136,-51.1563,0.061299,50.7995,20,5659674.0,2023-06-25
control,1687688939368,,,30627.2,,30627.2,70.0,26.9454,-52.9104,0.067263,48.4137,20,5722342.0,2023-06-25
control,1687689335373,,,30631.3,,30631.3,70.0,25.6032,-54.2419,0.070158,46.7479,20,5755449.0,2023-06-25
control,1687689361826,,,30653.3,,30653.3,55.0,18.4078,-61.38,0.052887,39.4675,20,5765153.0,2023-06-25
control,1687689523422,,,30656.2,,30656.2,55.0,17.4601,-62.3201,0.055839,38.3898,20,5783179.0,2023-06-25
control,1687690055580,,,30673.6,,30673.6,65.0,11.7776,-67.9574,0.065166,32.425,20,5826363.0,2023-06-25
control,1687690216472,,,30661.3,,30661.3,55.0,15.7939,-63.9731,0.060213,36.3636,20,5841188.0,2023-06-25
control,1687690462375,,,30655.3,,30655.3,55.0,17.7542,-62.0284,0.060385,38.3205,20,5842258.0,2023-06-25
control,1687690548773,,,30647.7,,30647.7,55.0,20.2384,-59.564,0.061774,40.7498,20,5850910.0,2023-06-25
control,1687690972288,,,30625.2,,30625.2,75.0,27.6002,-52.2608,0.071579,47.9598,20,5871092.0,2023-06-25
control,1687691027117,,,30602.8,,30602.8,75.0,34.94,-44.9795,0.072572,55.2606,20,5877380.0,2023-06-25
control,1687692241638,,,30645.0,,30645.0,65.0,21.1212,-58.6882,0.067739,40.7458,20,5962426.0,2023-06-25
control,1687692442040,,,30619.3,,30619.3,75.0,29.5324,-50.344,0.079495,49.0401,20,5979723.0,2023-06-25
control,1687694155747,,,30650.1,,30650.1,70.0,19.4538,-60.3423,0.071835,38.4383,20,6045755.0,2023-06-25
control,1687695234121,,,30696.8,,30696.8,95.0,4.2109,-75.4638,0.132356,22.656,20,6206512.0,2023-06-25
control,1687695368206,,,30706.1,,30706.1,95.0,1.1809,-78.4697,0.13608,19.5413,20,6233264.0,2023-06-25
control,1687695469614,,,30697.3,,30697.3,95.0,4.0479,-75.6255,0.136923,22.3957,20,6239356.0,2023-06-25
control,1687696147250,,,30689.1,,30689.1,60.0,6.721,-72.9737,0.068726,24.8862,20,6286591.0,2023-06-25
control,1687698213860,,,30683.8,,30683.8,80.0,8.4494,-71.2591,0.080153,26.1064,20,6393330.0,2023-06-25
control,1687699109839,,,30629.8,,30629.8,90.0,-3.924,-53.7548,0.088506,42.8038,20,6531736.0,2023-06-25
liq,1687699622275,SELL,46.0,30420.6,30537.3,30537.3,0.0,64.8182,14.6447,0.058325,110.9118,20,6647429.0,2023-06-25
liq,1687699622275,SELL,46.0,30420.6,30537.3,30537.3,0.0,64.8182,14.6447,0.058325,110.9118,20,6647429.0,2023-06-25
liq,1687700201143,SELL,79.0,30413.2,30520.4,30520.4,0.0,67.2671,17.0814,0.061212,111.7438,20,6820853.0,2023-06-25
liq,1687700201143,SELL,79.0,30413.2,30520.4,30520.4,0.0,67.2671,17.0814,0.061212,111.7438,20,6820853.0,2023-06-25
control,1687701786731,,,30714.3,,30714.3,95.0,-1.4892,-81.1185,0.124997,11.0738,20,7102442.0,2023-06-25
control,1687702181895,,,30665.3,,30665.3,85.0,14.4874,-65.2692,0.087435,27.0051,20,7133895.0,2023-06-25
control,1687703505350,,,30694.6,,30694.6,95.0,4.9279,-74.7525,0.129237,17.0929,20,7240536.0,2023-06-25
control,1687703836399,,,30701.6,,30701.6,95.0,2.6468,-77.0155,0.131279,14.7557,20,7266212.0,2023-06-25
control,1687703868907,,,30701.5,,30701.5,95.0,2.6794,-76.9832,0.131284,14.7883,20,7266255.0,2023-06-25
liq,1687705323149,SELL,176.0,30391.7,30482.5,30482.6,0.0,74.389,24.1678,0.031876,114.1682,20,7657164.0,2023-06-25
liq,1687705323149,SELL,176.0,30391.7,30482.5,30482.6,0.0,74.389,24.1678,0.031876,114.1682,20,7657164.0,2023-06-25
liq,1687705360886,SELL,12.0,30379.5,30480.8,30480.9,0.0,78.4347,28.1934,0.038746,117.2844,20,7752770.0,2023-06-25
liq,1687705360886,SELL,12.0,30379.5,30480.8,30480.9,0.0,78.4347,28.1934,0.038746,117.2844,20,7752770.0,2023-06-25
liq,1687705363326,SELL,48.0,30363.7,30466.0,30466.1,0.0,83.6791,33.4116,0.003032,122.452,20,7761218.0,2023-06-25
liq,1687705363326,SELL,48.0,30363.7,30466.0,30466.1,0.0,83.6791,33.4116,0.003032,122.452,20,7761218.0,2023-06-25
liq,1687705364437,SELL,375.0,30366.0,30477.2,30476.8,0.0,82.9154,32.6517,0.003559,121.6382,20,7765324.0,2023-06-25
liq,1687705364437,SELL,375.0,30366.0,30477.2,30476.8,0.0,82.9154,32.6517,0.003559,121.6382,20,7765324.0,2023-06-25
control,1687705716985,,,30540.8,,30540.8,40.0,25.2059,-24.7701,0.044545,62.5083,20,7917807.0,2023-06-25
control,1687705756032,,,30551.4,,30551.4,50.0,21.7276,-28.2311,0.052531,58.9489,20,7926467.0,2023-06-25
liq,1687706143423,BUY,10.0,30751.3,30628.2,30628.2,50.0,-13.5194,-93.0529,0.432933,-7.1764,20,8050647.0,2023-06-25
liq,1687706143423,BUY,10.0,30751.3,30628.2,30628.2,50.0,-13.5194,-93.0529,0.432933,-7.1764,20,8050647.0,2023-06-25
control,1687706466771,,,30590.2,,30590.2,75.0,9.0162,-40.8791,0.066177,45.2469,20,8093283.0,2023-06-25
control,1687707271386,,,30564.5,,30564.5,65.0,17.4323,-32.505,0.06358,52.6061,20,8262615.0,2023-06-25
control,1687708095265,,,30595.5,,30595.5,75.0,7.2824,-42.6043,0.080592,41.9326,20,8348785.0,2023-06-25
control,1687708296313,,,30597.2,,30597.2,85.0,6.7264,-43.1575,0.081141,41.1573,20,8398989.0,2023-06-25
control,1687708823829,,,30584.6,,30584.6,85.0,10.8489,-39.0556,0.083145,45.068,20,8437687.0,2023-06-25
control,1687708858486,,,30587.9,,30587.9,85.0,9.7688,-40.1302,0.083195,43.9819,20,8438149.0,2023-06-25
control,1687708909441,,,30572.9,,30572.9,85.0,14.6799,-35.2436,0.083685,48.8861,20,8442661.0,2023-06-25
liq,1687709294479,BUY,1.0,30769.1,30652.3,30652.2,20.0,-19.2966,91.0417,0.351222,-15.3349,20,8472718.0,2023-06-25
liq,1687709294479,BUY,1.0,30769.1,30652.3,30652.2,20.0,-19.2966,91.0417,0.351222,-15.3349,20,8472718.0,2023-06-25
control,1687710055157,,,30546.4,,30546.4,70.0,23.368,-26.5988,0.073804,56.5222,20,8624208.0,2023-06-25
control,1687710193261,,,30542.9,,30542.9,70.0,24.5166,-25.456,0.074993,57.5472,20,8643494.0,2023-06-25
control,1687710422844,,,30522.3,,30522.3,50.0,31.2823,-18.724,0.051169,64.2057,20,8661500.0,2023-06-25
control,1687710808670,,,30517.7,,30517.7,55.0,32.7944,-17.2195,0.055469,65.4171,20,8704232.0,2023-06-25
control,1687712341179,,,30607.1,,30607.1,90.0,3.4897,-46.3781,0.094523,35.1737,20,8857547.0,2023-06-25
control,1687713120918,,,30612.6,,30612.6,90.0,1.6924,-48.1664,0.099283,33.126,20,8921587.0,2023-06-25
control,1687713697905,,,30612.7,,30612.7,90.0,1.6597,-48.1989,0.101851,32.9676,20,8955089.0,2023-06-25
control,1687714319294,,,30578.7,,30578.7,85.0,12.7804,-37.1336,0.092213,43.9024,20,8999533.0,2023-06-25
control,1687714591176,,,30581.1,,30581.1,85.0,11.9946,-37.9155,0.09336,43.0622,20,9010920.0,2023-06-25
control,1687714609436,,,30581.1,,30581.1,85.0,11.9946,-37.9155,0.09336,43.0622,20,9010920.0,2023-06-25
liq,1687715107083,SELL,30.0,30382.2,30500.0,30500.0,0.0,77.5391,27.3022,0.036987,108.4866,20,9066552.0,2023-06-25
liq,1687715107083,SELL,30.0,30382.2,30500.0,30500.0,0.0,77.5391,27.3022,0.036987,108.4866,20,9066552.0,2023-06-25
control,1687715715208,,,30534.7,,30534.7,65.0,27.2087,-22.7773,0.059752,57.4599,20,9158232.0,2023-06-25
control,1687715735960,,,30544.8,,30544.8,80.0,23.893,-26.0764,0.088254,54.1183,20,9160802.0,2023-06-25
liq,1687716192074,SELL,2.0,30364.7,30481.6,30481.9,0.0,83.3471,33.0812,0.040066,113.3465,20,9218010.0,2023-06-25
liq,1687716192074,SELL,2.0,30364.7,30481.6,30481.9,0.0,83.3471,33.0812,0.040066,113.3465,20,9218010.0,2023-06-25
liq,1687716309490,SELL,10.0,30340.0,30442.4,30442.4,0.0,81.4745,31.218,0.001702,121.2411,21,9255638.0,2023-06-25
liq,1687716309490,SELL,10.0,30340.0,30442.4,30442.4,0.0,81.4745,31.218,0.001702,121.2411,21,9255638.0,2023-06-25
liq,1687716310513,SELL,33.0,30338.6,30450.3,30450.3,0.0,81.9397,31.6809,0.00757,121.6248,21,9264242.0,2023-06-25
liq,1687716310513,SELL,33.0,30338.6,30450.3,30450.3,0.0,81.9397,31.6809,0.00757,121.6248,21,9264242.0,2023-06-25
liq,1687716637676,SELL,1.0,30317.1,30437.0,30437.0,0.0,89.0895,38.7951,0.003861,128.1367,21,9341467.0,2023-06-25
liq,1687716637676,SELL,1.0,30317.1,30437.0,30437.0,0.0,89.0895,38.7951,0.003861,128.1367,21,9341467.0,2023-06-25
