kind,day,cascade_id,side,direction,start_ms,end_ms,time_ms,profile_ts_ms,bundle_width_ms,bundle_n_events_dedup,bundle_total_qty_accum,bundle_total_notional,p_liq,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,node_up_bp,node_dn_bp,oi_dist_vwap_bp,oi_dist_node_bp,oi_side_dist_vwap_bp,oi_side_dist_node_bp,oi_n_bins,oi_n_buckets,oi_total_delta,oi_side_total_delta,dist_vwap_bp_liqdir,dist_node_bp_liqdir,oi_dist_vwap_bp_liqdir,oi_dist_node_bp_liqdir,oi_side_dist_vwap_bp_liqdir,oi_side_dist_node_bp_liqdir,implied_leverage,implied_leverage_side,oi_covered,anchor_ts_ms,anchor_price,anchor_before_ts_ms,anchor_before_price,anchor_lag_ms,anchor_price_diff_bp,p_tgt_back_vwap,p_tgt_back_node,p_tgt_fwd_node,p_tgt_node_up,p_tgt_node_dn,bp_1m,bp_1m_reactdir,bp_1m_abs,bp_5m,bp_5m_reactdir,bp_5m_abs,bp_15m,bp_15m_reactdir,bp_15m_abs,bp_30m,bp_30m_reactdir,bp_30m_abs,bp_60m,bp_60m_reactdir,bp_60m_abs,bp_240m,bp_240m_reactdir,bp_240m_abs,mfe_1m_reactdir,mae_1m_reactdir,mfe_5m_reactdir,mae_5m_reactdir,mfe_15m_reactdir,mae_15m_reactdir,mfe_30m_reactdir,mae_30m_reactdir,mfe_60m_reactdir,mae_60m_reactdir,mfe_240m_reactdir,mae_240m_reactdir,reach_back_vwap_sec,reach_back_vwap_1m,reach_back_vwap_5m,reach_back_vwap_15m,reach_back_vwap_30m,reach_back_vwap_60m,reach_back_vwap_240m,reach_back_node_sec,reach_back_node_1m,reach_back_node_5m,reach_back_node_15m,reach_back_node_30m,reach_back_node_60m,reach_back_node_240m,reach_fwd_node_sec,reach_fwd_node_1m,reach_fwd_node_5m,reach_fwd_node_15m,reach_fwd_node_30m,reach_fwd_node_60m,reach_fwd_node_240m,reach_node_up_sec,reach_node_up_1m,reach_node_up_5m,reach_node_up_15m,reach_node_up_30m,reach_node_up_60m,reach_node_up_240m,reach_node_dn_sec,reach_node_dn_1m,reach_node_dn_5m,reach_node_dn_15m,reach_node_dn_30m,reach_node_dn_60m,reach_node_dn_240m,doi_post_1m,doi_post_1m_n,doi_post_5m,doi_post_5m_n,doi_post_15m,doi_post_15m_n,doi_post_30m,doi_post_30m_n,doi_post_60m,doi_post_60m_n,doi_post_240m,doi_post_240m_n,bf_bp_1m,bf_bp_1m_reactdir,bf_bp_5m,bf_bp_5m_reactdir,bf_bp_15m,bf_bp_15m_reactdir,bf_bp_30m,bf_bp_30m_reactdir,bf_bp_60m,bf_bp_60m_reactdir,bf_bp_240m,bf_bp_240m_reactdir,doi_pre_1h,doi_pre_1h_n,doi_pre_4h,doi_pre_4h_n,doi_in,doi_in_n,m_ts_ms,m_count_long_short_ratio,m_sum_toptrader_long_short_ratio,m_sum_taker_long_short_vol_ratio,bf_anchor_ts_ms,bf_anchor_close,bf_xcorr_best_lag_min,bf_xcorr_best_r,bf_xcorr_n,matched_liq_id
liq,2023-06-30,binance_cm_real_000218,,mixed,1688132300577,1688132342904,1688132342904,1688132300577,42327,13,4852.0,146758493.8,30330.2,30330.3,36.1111,34.4592,-25.5374,0.020939,127.9858,36,23535927.0,34.45919035958369,,142.2833,54.5381,,,31.0,140.0,754148.0,,,,,,,,,,1,1688132342904,30058.4,1688132342904,30058.4,0,0.0,30718.3835,30434.7154,,30434.7154,,66.1046,66.1046,66.1046,58.5527,58.5527,58.5527,-31.6717,-31.6717,31.6717,21.6246,21.6246,21.6246,19.2958,19.2958,19.2958,152.6362,152.6362,152.6362,66.1046,-1.0313,82.8387,-45.9772,82.8387,-229.5864,82.8387,-229.5864,82.8387,-229.5864,220.371,-229.5864,13430.998,0,0,0,0,0,1,11488.441,0,0,0,0,0,1,,,,,,,,11488.441,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,-84846.0,1,-84846.0,1,-167780.0,3,-154807.0,6,-207144.0,12,-171004.0,48,-15.0082,-15.0082,-54.7821,-54.7821,-297.5481,-297.5481,-246.9932,-246.9932,-235.396,-235.396,-136.3596,-136.3596,-28810.0,12,-4531.0,48,,0,1688132100000,,,0.93477894,1688132340000,4582150.0,0.0,0.8013,20,
liq,2023-06-30,binance_cm_real_000219,,mixed,1688132476143,1688132550483,1688132550483,1688132476143,74340,11,453.0,13596220.4,30132.4,30132.4,13.9535,100.329,-20.0908,0.005917,181.9007,43,25302666.0,100.32901911046707,,209.0378,120.5398,,,31.0,139.0,735748.0,,,,,,,,,,1,1688132550520,30129.7,1688132550452,30129.8,37,-0.0332,30680.5105,30434.7154,,30434.7154,,32.5592,32.5592,32.5592,-99.0385,-99.0385,99.0385,-69.8314,-69.8314,69.8314,15.1678,15.1678,15.1678,-17.9557,-17.9557,17.9557,168.5048,168.5048,168.5048,32.5592,-5.2772,56.124,-101.4282,56.124,-252.7075,56.124,-252.7075,56.124,-252.7075,196.1852,-252.7075,13203.562,0,0,0,0,0,1,11280.825,0,0,0,0,0,1,,,,,,,,11280.825,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0,-33794.0,1,-65477.0,3,-100717.0,6,-121159.0,12,-85530.0,48,62.0453,62.0453,-157.9229,-157.9229,-210.2253,-210.2253,-95.7116,-95.7116,-128.5085,-128.5085,23.8704,23.8704,-128685.0,12,-87880.0,48,,0,1688132400000,,,0.86642667,1688132520000,4520245.0,0.0,0.7568,20,
liq,2023-06-30,binance_cm_real_000220,,mixed,1688132731664,1688132905990,1688132905990,1688132731664,174326,38,16450.0,489361465.4,30144.5,30144.5,28.2609,96.2747,-63.9008,0.010867,165.3517,46,26925721.0,96.27474781284323,,205.1195,116.4774,,,31.0,138.0,728248.0,,,,,,,,,,1,1688132905990,29753.9,1688132905990,29753.9,0,0.0,30642.9444,30434.7153,,30434.7154,,31.0211,31.0211,31.0211,49.9766,49.9766,49.9766,102.2051,102.2051,102.2051,155.4754,155.4754,155.4754,93.6348,93.6348,93.6348,253.8491,253.8491,253.8491,32.2647,-25.3076,66.2098,-29.9457,144.1156,-29.9457,178.3968,-29.9457,178.3968,-29.9457,324.9658,-29.9457,12720.161,0,0,0,0,0,1,10925.355,0,0,0,0,0,1,,,,,,,,10925.355,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0,-49140.0,1,-43973.0,3,-67910.0,6,-84683.0,12,-44924.0,48,8.0166,8.0166,-90.2461,-90.2461,-39.5088,-39.5088,8.9793,8.9793,-35.1733,-35.1733,87.7824,87.7824,-164246.0,12,-120085.0,48,,0,1688132700000,,,0.99544899,1688132880000,4476980.0,0.0,0.8497,20,
liq,2023-07-02,binance_cm_real_000266,,mixed,1688311386211,1688311528716,1688311528716,1688311386211,142505,20,1271.0,38582687.4,30491.3,30491.3,71.4286,21.4281,51.5224,0.236547,16.7096,7,4612657.0,21.428081210177844,,18.2668,1.4152,,,5.0,157.0,372486.0,,,,,,,,,,1,1688311528716,30337.3,1688311528716,30340.6,0,-1.0877,30542.2497,30556.6371,,30556.637,,20.4369,20.4369,20.4369,23.7332,23.7332,23.7332,60.2229,60.2229,60.2229,44.8293,44.8293,44.8293,90.4497,90.4497,90.4497,62.761,62.761,62.761,20.4369,0.0,40.6101,0.0,61.2118,0.0,61.2118,0.0,120.3469,0.0,120.3469,0.0,2967.452,0,0,0,0,1,1,2976.408,0,0,0,0,1,1,,,,,,,,2976.408,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,0,-14634.0,1,2253.0,3,13942.0,6,12968.0,12,3185.0,48,1.1729,1.1729,12.7702,12.7702,29.9711,29.9711,25.9463,25.9463,56.5262,56.5262,40.4,40.4,19934.0,12,13442.0,48,-12299.0,1,1688311500000,,,0.74569952,1688311500000,4484650.0,0.0,0.9749,20,
liq,2023-07-13,binance_cm_real_000605,,mixed,1689263028857,1689263267608,1689263267608,1689263028857,238751,19,7692.0,238872242.0,30915.5,30915.4,0.0,-116.0787,3.1829,0.000544,-133.8832,25,14030638.0,,-116.07866433976845,-141.9925,-116.0787,,,20.0,148.0,690131.0,,,,,,,,,,1,1689263267846,30886.2,1689263267540,30886.2,238,0.0,30501.5934,30556.6369,,,30556.637,14.4725,14.4725,14.4725,43.3851,43.3851,43.3851,-1.0037,-1.0037,1.0037,-0.2914,-0.2914,0.2914,-35.9384,-35.9384,35.9384,235.5745,235.5745,235.5745,23.5704,-3.3348,43.4174,-3.3348,43.4174,-12.109,43.4174,-27.5528,43.4174,-69.9665,312.0487,-69.9665,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0,103334.0,1,140930.0,3,190825.0,6,78781.0,12,315041.0,48,9.4735,9.4735,22.9795,22.9795,2.38,2.38,12.543,12.543,-23.9468,-23.9468,218.9661,218.9661,79584.0,12,101681.0,48,41677.0,1,1689263100000,,,1.25287588,1689263220000,4714200.0,0.0,0.6709,20,
liq,2023-08-16,binance_cm_real_001318,,mixed,1692189609287,1692189636751,1692189636751,1692189609287,27464,5,148.0,4298362.1,29032.3,29032.3,6.25,32.0201,1.9841,0.005381,55.81,16,8082822.0,32.02008846182428,,57.2479,32.0201,,,13.0,163.0,504364.0,,,,,,,,,,1,1692189636751,29085.3,1692189636751,29085.3,0,0.0,29194.3293,29125.2617,,29125.2617,,17.294,17.294,17.294,24.4797,24.4797,24.4797,19.3912,19.3912,19.3912,13.7183,13.7183,13.7183,-6.7388,-6.7388,6.7388,-40.4672,-40.4672,40.4672,17.294,0.0,24.5141,0.0,30.8403,0.0,30.8403,0.0,30.8403,-7.9422,30.8403,-60.2366,,0,0,0,0,0,0,54.758,1,1,1,1,1,1,,,,,,,,54.758,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0,-4937.0,1,-5543.0,3,-2820.0,6,13808.0,12,35952.0,48,10.0475,10.0475,14.9278,14.9278,8.294,8.294,5.7981,5.7981,-18.6535,-18.6535,-61.1256,-61.1256,23247.0,12,44571.0,48,,0,1692189600000,,,0.15018336,1692189600000,4391123.0,0.0,0.8599,20,
liq,2023-08-17,binance_cm_real_001394,,mixed,1692308481633,1692308748555,1692308748555,1692308481633,266922,122,30947.0,815997222.2,27500.0,27500.0,25.9259,155.607,-5.5098,0.010138,244.9668,54,28867492.0,155.60704256116483,,302.488,115.086,,,49.0,158.0,913744.0,,,,,,,,,,1,1692308748580,25268.9,1692308748524,25269.0,25,-0.0396,28173.6587,27927.9192,,27927.9194,,83.5414,83.5414,83.5414,190.59,190.59,190.59,373.186,373.186,373.186,396.4161,396.4161,396.4161,412.7999,412.7999,412.7999,539.9523,539.9523,539.9523,84.0163,-54.2168,327.3589,-54.2168,443.47,-54.2168,492.9775,-54.2168,492.9775,-54.2168,685.0318,-54.2168,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,516493.0,1,438234.0,3,314789.0,6,-45974.0,12,-377819.0,48,73.0614,73.0614,103.6682,103.6682,129.1738,129.1738,-28.5613,-28.5613,28.4727,28.4727,147.2038,147.2038,-43888.0,12,-99423.0,48,-741583.0,1,1692308700000,,,0.53321921,1692308700000,3950103.0,0.0,0.8467,20,
liq,2023-08-17,binance_cm_real_001395,,mixed,1692308808572,1692308813429,1692308813429,1692308808572,4857,2,22455.0,570534755.0,25480.0,25480.0,49.4253,895.1871,37.8416,0.001055,958.8832,174,32325949.0,895.1871180125783,,1117.3945,916.9884,,,49.0,157.0,905716.0,,,,,,,,,,1,1692308813429,25367.1,1692308813429,25356.2,0,4.2988,27923.2344,27760.9367,,27760.9368,,28.4226,28.4226,28.4226,127.6851,127.6851,127.6851,432.3711,432.3711,432.3711,390.7029,390.7029,390.7029,385.3811,385.3811,385.3811,495.5237,495.5237,495.5237,119.6037,-26.8064,287.3801,-26.8064,452.3576,-26.8064,452.3576,-26.8064,452.3576,-26.8064,643.6684,-26.8064,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,516493.0,1,438234.0,3,314789.0,6,-45974.0,12,-377819.0,48,-64.5193,-64.5193,44.1673,44.1673,51.5536,51.5536,-87.4122,-87.4122,-38.3693,-38.3693,70.9004,70.9004,-774966.0,12,-840112.0,48,,0,1692308700000,,,0.53321921,1692308760000,3978963.0,0.0,0.848,20,
liq,2023-08-17,binance_cm_real_001397,,mixed,1692308997726,1692309004478,1692309004478,1692308997726,6752,3,3647.0,94270047.2,25849.4,25858.5,46.5517,739.4898,114.3738,0.001182,780.5642,174,33129922.0,739.4898050616447,,958.5217,760.9795,,,49.0,157.0,905716.0,,,,,,,,,,1,1692309004510,25535.1,1692309004405,25535.1,32,0.0,27867.1116,27760.9368,,27760.9368,,68.7289,68.7289,68.7289,265.3211,265.3211,265.3211,290.8545,290.8545,290.8545,304.4045,304.4045,304.4045,339.0235,339.0235,339.0235,409.3581,409.3581,409.3581,110.8278,-52.9076,326.4134,-52.9076,383.5896,-52.9076,383.5896,-52.9076,383.5896,-52.9076,573.6418,-52.9076,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,-30976.0,1,-115844.0,3,-248651.0,6,-580661.0,12,-889257.0,48,13.7407,13.7407,43.4697,43.4697,-43.7879,-43.7879,-130.765,-130.765,-45.3414,-45.3414,12.0319,12.0319,-774966.0,12,-840112.0,48,516493.0,1,1692309000000,,,1.14322658,1692309000000,3991053.0,0.0,0.8484,20,
liq,2023-08-17,binance_cm_real_001398,,mixed,1692309074450,1692309150366,1692309150366,1692309074450,75916,4,1493.0,38466250.0,25718.4,25715.6,62.6437,794.1928,165.8927,0.004805,825.9473,174,33498758.0,794.1927867581373,,600.7412,-124.5414,,,131.0,158.0,1422209.0,,,,,,,,,,1,1692309150366,25797.0,1692309150366,25802.2,0,-2.0153,27842.6043,27760.9368,,27760.9368,,34.2288,34.2288,34.2288,139.9388,139.9388,139.9388,178.6254,178.6254,178.6254,202.6592,202.6592,202.6592,228.5537,228.5537,228.5537,304.9967,304.9967,304.9967,62.5654,-6.2798,229.6779,-6.2798,278.1719,-6.2798,278.1719,-6.2798,278.1719,-6.2798,466.2945,-6.2798,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,-30976.0,1,-115844.0,3,-248651.0,6,-580661.0,12,-889257.0,48,-6.5698,-6.5698,-19.7142,-19.7142,-130.4156,-130.4156,-159.7178,-159.7178,-101.7315,-101.7315,-44.4804,-44.4804,-263629.0,12,-315755.0,48,,0,1692309000000,,,1.14322658,1692309120000,4012327.0,0.0,0.8226,20,
